Poste date,Title,Location,Company,Job type,Job description
PostedPosted 30+ days ago,Chargé d'affaires ingénieur d'État,Préfecture de Mohammédia,,Permanent,"Mohammedia
Publiée le: 11 Jan-15:43
Annonce N°: 9741042
Offre d'Emploi : Chargé d'Affaires Ingénieur d'État
Description du Poste :En tant que chargé d'affaires ingénieur d'État, vous dirigerez le développement commercial dans les secteurs miniers et pétroliers, avec une spécialisation en électromécanique et hydraulique. Vous collaborerez étroitement avec les clients potentiels, les partenaires, et les équipes internes pour identifier et exploiter les opportunités d'affaires.Responsabilités :• Identifier les opportunités d'affaires dans les secteurs miniers et pétroliers en analysant les appels d'offres.• Gérer l'élaboration, la coordination et la soumission des offres en respectant les exigences techniques et commerciales des clients.
• Établir et entretenir des relations solides avec les clients existants et potentiels, en comprenant leurs besoins et en proposant des solutions adaptées.• Effectuer une veille concurrentielle pour suivre les évolutions du marché, la concurrence, et les tendances technologiques afin de maintenir notre position concurrentielle.• Collaborer étroitement avec les équipes internes, notamment les équipes techniques et le service financier, pour assurer la cohérence entre les engagements pris et la capacité de l'entreprise.Compétences Requises :• Fort esprit d’analyse permettant une évaluation approfondie des besoins des clients et une compréhension des spécificités des projets dans les secteurs miniers et pétroliers.• Créativité pour proposer des solutions novatrices et différenciées lors de la préparation des offres et dans le développement des relations clients.• Bonne connaissance des outils informatiques et logiciels techniques nécessaires à l'élaboration des dossiers d'appels d'offres et aux études préliminaires.• Esprit d'équipe avec des compétences techniques avérées et une maîtrise linguistique pour communiquer efficacement avec les services travaux et tous les intervenants des projets, tant internes qu'externes.Qualifications Requises :• Diplô
Domaine : Commercial / Vente
Fonction : Commercial professionnels (B2B)
Contrat : CDI
Entreprise : X à la zone industrielle mohammedia
Salaire : A discuter
Niveau d'études : Bac plus 5
Annonceur :
Mme Chahbar"
PostedPosted 30+ days ago,CHEF DE LA DIVISION EXPLOITATION & SUPPORT,Rabat,Fédération Royale Marocaine de Football,Permanent,"Fédération Royale Marocaine de Football
APERÇU FICHE RECRUTEUR
Type de contrat
CDI
nombre de poste
1
localisation
Rabat
rémunération proposée
A communiquer plus tard
Métier
Secteur associatif / ONG Internationales
PARTAGER CETTE ANNONCE SUR

PROFIL DEMANDÉ

Formation :
Ingénieur

Expériences :
De 10 à 15 ans
DESCRIPTION DE L'EMPLOI

PROFIL REQUIS :
Formation Bac+5, Ecole d’ingénieur d’état spécialisation informatique
Minimum 10 ans d’expérience
Bonne compréhension du système d’information au sein d’organisation de moyenne à grande taille
Maîtrise des technologies de virtualisation,
Maîtrise du firewalling et réseaux
Maîtrise de l’administration de Windows Server, et serveurs Linux
Bonne connaissance des procédures de sauvegarde des données et plus largement des contraintes de sécurité
Connaissance d’un certain nombre d’outils permettant la sécurisation et la surveillance de l’exploitation
Maîtrise de l’anglais technique
Intégrité, Rigueur, Autonomie, Aisance relationnelle, Force de persuasion, Proactivité

MISSIONS DU POSTE :
Rattaché au Directeur de la transformation digitale et SI, le Chef de la Division Exploitation & Support travaille en étroite collaboration avec les autres Responsables SI. Il assure les missions suivantes :

Veille au bon fonctionnement de la production informatique
Exploitation et gestion de l'évolution de l'infrastructure et systèmes SI
Résolution des incidents et problèmes nuisant à la qualité et à la continuité du service SI
Veille au respect de la politique de sécurité SI de la FRMF
Pilotage et suivi du déroulement des projets et prestations informatiques
Gestion des équipes IT

PRINCIPALE ACTIVITES :
Veille au bon fonctionnement de la production informatique et datacenter

Superviser la production informatique de la FRMF et en garantir le bon fonctionnement
Être force de proposition pour le choix des logiciels et matériels pour optimiser les coûts et les performances
Remplir un rôle d’administrateur technique du parc informatique
Être partie prenante dans la mise en œuvre de normes et certifications.
Appliquer et veiller à l’application de procédures et à l’amélioration continue des dispositions mises en place
Suivre les indicateurs de performances de ses activités dans le cadre du processus SI

Exploitation et gestion de l'évolution de l'infrastructure et systèmes SI

Réaliser l’exploitation du parc informatique de la FRMF (matériel et logiciel)
Mettre en place l’architecture du réseau local et établir les connexions aux réseaux partenaires
Définir les procédures et les traitements informatiques, backup également
Participer à l’élaboration des budgets affectés au renouvellement partiel ou total du parc informatique et à l’achat de nouvelles licences de logiciels

Résolution des incidents et problèmes nuisant à la qualité et à la continuité du service SI

Mettre à la disposition des collaborateurs un support technique afin de collecter et de traiter leurs besoins et problèmes
Couvrir les besoins de l'ensemble des collaborateurs en matière d'assistance et de fourniture des équipements bureautiques et de téléphonie
Analyser les besoins sous l’angle technique et rédiger un cahier des charges
Définir des indicateurs de mesure de la qualité de service rendue par le support informatique
Organiser et animer des sessions de formations ponctuelles pour les collaborateurs3

Veille au respect de la politique de sécurité SI de la FRMF

Garantir la sécurité des équipements informatiques et des données
Mettre en place et accompagner l’implémentation des méthodes et outils de sécurité en phase avec la politique de sécurité systèmes d’information de la FRMF
Etablir des tableaux de bord des incidents de sécurité
Participer aux actions d’intervention en cas de risque majeur ou de dommages au SI

Pilotage et suivi du déroulement des projets et prestations informatiques

Faire le lien entre les prestataires informatiques et les directions métier
Définir la clé de répartition entre externalisation (sous traitance) et internalisation
Produire des rapports périodiques sur la consommation des prestations informatiques
Rédiger le cahier des charges pour les projets informatiques et en suivre la réalisation en interne ou par des prestataires de service

Gestion des équipes IT

Organiser la division Support et Exploitation
Définir les recrutements et conduire les évaluations annuelles

Outre ses activités ordinaires, le chef de la division support et exploitation peut être missionné, en tant que chargé de projets, pour conduire un projet informatique durant toutes ses phases.

Le chef de la division support et exploitation est amené à travailler en étroite collaboration avec les autres responsables SI, notamment pour assurer un service minimum de support en cas d’absence inopinée ou programmée d’un des responsables SI."
PostedPosted 30+ days ago,Chef de Projet MOA/MOE - OFFSHORE (REF04),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale, basée à Casablanca, un Chef de Projet MOA/MOE (OFFSHORE).
Missions Principales :
Assurer le pilotage et le suivi du delivery produit,
Gestion de la relation projet avec les différents acteurs projet internes et externes,
Définir les exigences métier,
Etude de faisabilité, Conception générale, conception détaillée,
Suivi du développement,
Assistance à la mise en production,
Transfert des compétences techniques et fonctionnelles,
Conduite de changement,
Formation des utilisateurs,
S’assurer de la réalisation des exigences métiers, maintenir la documentation fonctionnelle,
Réaliser les cahiers de test et jeux de données,
Gérer le planning des phases du projet Gérer la feuille de route projet.
Profil Recherché:
Ingénieur (BAC+5 ou plus) en informatique, ayant minimum 5 ans d’expérience,
Connaissances approfondies dans le domaine OFFSHORE,
Connaissance souhaitée de DELTA V9,
Gestion de la relation projet avec les différents acteurs projet internes et externes, ainsi que Coordination entre les différents acteurs du projet,
Maitrise des méthodologies projets Connaissances informatiques transversales : bases de données, développements, nouvelles technologies, ...
Type de contrat: Freelance
Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,PMO (REF06),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'un organisme de crédit, basé à Casablanca, un PMO rattaché à l’entité IT Services au sein de la Direction Organisation, Systèmes d’information & Transformation.
Missions:

Assure la coordination, l’animation et le suivi de portefeuille de
projets de réalisation dont il sera en charge
Garant avec les chefs de projets de l’assurance qualité de la conduite
de projets en terme de respect de formalisme et méthodologies, de
planning et reporting
Valide et veille à la cohérence des solutions retenues par rapport aux
objectifs et la feuille de route SI
Validation avec les chefs de projets des différents livrables
Force de proposition pour accompagner la transformation digital
sur les sujets d’urbanisation et API
Contrôle et audit de la qualité de code
Activités principales:

Coordinations, animations et communications
Reporting, alertes, fonctionnement, organisation, indicateurs de
suivi
Garantie de la cohérence des projets et applications du périmètre de
responsabilité avec celle des autres domaines
Garantie du respect du plan qualité (Méthodes, qualité & sécurité,
architectures)
Compétences requises :

Ingénieur (BAC+5) avec des connaissances techniques avancées, fonctionnelles et informatiques, notamment dans les nouvelles technologies et en transformation digital
Minimum 4 à 8 ans d’expérience
Connaissances des domaines métiers liés à la vente de crédit Multicanal
Les connaissances bancaires sont un plus appréciable
Un bon sens de la communication et une faculté d’adaptation aux changements
Capacité rédactionnelle et communication sont exigées pour la mission
Type de contrat: Freelance

Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,Chef de Projet MOA/MOE Trade & Finance (REF04),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale basée sur Casablanca, un Chef de Projet MOA/MOE Trade & Finance.
Missions:

Gestion et suivi du projet
Gestion de la relation projet avec les différents acteurs projet internes et externes
Cadrage fonctionnel et technique
Conception générale, conception détaillée
Paramétrage
Suivi du développement
Qualification
Suivi du delivery et de mise en production
Conduite des tests fonctionnels
Documentation détaillée de tout le travail produit
Transfert des compétences techniques et fonctionnelles
Conduite de changement et rédaction des procédures
Formation des utilisateurs

Profil Recherché:
Ingénieur (BAC+5) avec un bon bagage informatique, minimum de 10 ans d’expérience dans la gestion des projets Trade et Rapprochement dans le milieu bancaire.
Un bon sens de la communication et une faculté d’adaptation et de conception en plus de la capacité de rédaction.
Compétences:
Maîtrise des environnements techniques
Maitrise de la norme Swift (dont la maitrise des relevés MT950/MT940)
Expérience en rapprochement comptable et lettrage
Expérience dans la qualification des applications bancaires
Expérience dans la gestion de projets de migration applicative
Expérience dans la gestion de projets de Trade
Expérience dans l’intégration des solutions bancaires
Références de missions similaires
Esprit d'équipe et autonomie
Type de Contrat: Freelance
Durée: 3 mois renouvelables (projet minimum une année)
Lieu : Casablanca"
PostedPosted 30+ days ago,Chargé d'affaires ingénieur d'État,Préfecture de Mohammédia,,Permanent,"Mohammedia
Publiée le: 11 Jan-15:43
Annonce N°: 9741042
Offre d'Emploi : Chargé d'Affaires Ingénieur d'État
Description du Poste :En tant que chargé d'affaires ingénieur d'État, vous dirigerez le développement commercial dans les secteurs miniers et pétroliers, avec une spécialisation en électromécanique et hydraulique. Vous collaborerez étroitement avec les clients potentiels, les partenaires, et les équipes internes pour identifier et exploiter les opportunités d'affaires.Responsabilités :• Identifier les opportunités d'affaires dans les secteurs miniers et pétroliers en analysant les appels d'offres.• Gérer l'élaboration, la coordination et la soumission des offres en respectant les exigences techniques et commerciales des clients.
• Établir et entretenir des relations solides avec les clients existants et potentiels, en comprenant leurs besoins et en proposant des solutions adaptées.• Effectuer une veille concurrentielle pour suivre les évolutions du marché, la concurrence, et les tendances technologiques afin de maintenir notre position concurrentielle.• Collaborer étroitement avec les équipes internes, notamment les équipes techniques et le service financier, pour assurer la cohérence entre les engagements pris et la capacité de l'entreprise.Compétences Requises :• Fort esprit d’analyse permettant une évaluation approfondie des besoins des clients et une compréhension des spécificités des projets dans les secteurs miniers et pétroliers.• Créativité pour proposer des solutions novatrices et différenciées lors de la préparation des offres et dans le développement des relations clients.• Bonne connaissance des outils informatiques et logiciels techniques nécessaires à l'élaboration des dossiers d'appels d'offres et aux études préliminaires.• Esprit d'équipe avec des compétences techniques avérées et une maîtrise linguistique pour communiquer efficacement avec les services travaux et tous les intervenants des projets, tant internes qu'externes.Qualifications Requises :• Diplô
Domaine : Commercial / Vente
Fonction : Commercial professionnels (B2B)
Contrat : CDI
Entreprise : X à la zone industrielle mohammedia
Salaire : A discuter
Niveau d'études : Bac plus 5
Annonceur :
Mme Chahbar"
PostedPosted 30+ days ago,PMO (REF06),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'un organisme de crédit, basé à Casablanca, un PMO rattaché à l’entité IT Services au sein de la Direction Organisation, Systèmes d’information & Transformation.
Missions:

Assure la coordination, l’animation et le suivi de portefeuille de
projets de réalisation dont il sera en charge
Garant avec les chefs de projets de l’assurance qualité de la conduite
de projets en terme de respect de formalisme et méthodologies, de
planning et reporting
Valide et veille à la cohérence des solutions retenues par rapport aux
objectifs et la feuille de route SI
Validation avec les chefs de projets des différents livrables
Force de proposition pour accompagner la transformation digital
sur les sujets d’urbanisation et API
Contrôle et audit de la qualité de code
Activités principales:

Coordinations, animations et communications
Reporting, alertes, fonctionnement, organisation, indicateurs de
suivi
Garantie de la cohérence des projets et applications du périmètre de
responsabilité avec celle des autres domaines
Garantie du respect du plan qualité (Méthodes, qualité & sécurité,
architectures)
Compétences requises :

Ingénieur (BAC+5) avec des connaissances techniques avancées, fonctionnelles et informatiques, notamment dans les nouvelles technologies et en transformation digital
Minimum 4 à 8 ans d’expérience
Connaissances des domaines métiers liés à la vente de crédit Multicanal
Les connaissances bancaires sont un plus appréciable
Un bon sens de la communication et une faculté d’adaptation aux changements
Capacité rédactionnelle et communication sont exigées pour la mission
Type de contrat: Freelance

Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,Coordinateur service après-vente,Rabat,Super Auto Distribution,,"Entreprise
Avec plus de 30 années d’expérience dans le secteur automobile, le groupe Super Auto Distribution est pionnier dans la distribution de véhicules et opère sur l’ensemble de la région de Rabat, Salé, et Témara.
Ses activités comptent notamment la commercialisation de véhicules automobiles de marques leaders (Volkswagen, Audi, et Skoda), mais s’étendent également au financement et assurances, à la location de voitures, et à l’import et la distribution de produits étrangers.
Poste
Dans le cadre de son développement la société Super Auto Distribution, distributeur exclusif des marques Audi, Volkswagen et Skoda basé à Rabat, Salé, et Témara est à la recherche d’un Coordinateur Service Après-Vente.
Contribuer au développement commercial des ateliers mécaniques, carrosseries et service rapide afin de garantir une qualité de service optimale aux clients tout en respectant les normes de la société.
Tâches :
Assurer un bon fonctionnement des ateliers : disponibilité, délais, productivité…
Suivre la productivité des ateliers et mettre en place les actions nécessaires pour l’améliorer.
Animer des réunions régulières avec les équipes sur les sujets SAV (chiffres clés, réclamations clients, dysfonctionnements rencontrés, la relation interne SAV et magasin etc.
Vérifier l’adéquation des ressources (matériels, humains, installations, qualification des personnes, etc) par rapport aux besoins.
Assurer une qualité du travail conforme aux attentes de la clientèle et aux exigences des marques.
Profil
Formation bac+5 ou ingénieur d’état en génie mécaniques ou maintenance automobiles
Expérience minimum de 3 ans dans un poste similaire dans le secteur automobile
Fibre commerciale et aisance relationnel.
Maîtrise parfaite des outils informatiques est indispensable
Vous pouvez envoyer votre candidature à l’adresse : recrutement@superauto.ma"
EmployerActive 14 days ago,INGENIEUR DE PRODUCTION TRAITEMENT DE L’OBSOLESCENCE - H/F,Casablanca,Bénin Digital,Full-time,"INGENIEUR DE PRODUCTION TRAITEMENT DE L’OBSOLESCENCE
Objectif global : Produire Le traitement de l'obsolescence des applications banques à distance
MISSIONS:
Dans le cadre d'une ""taskforce"" traitement de l'obsolescence RH7.9/Windows, réaliser des migrations de socle.
Profil demandé de type ingénieur de production orienté administration système spécialiste Redhat / Windows
Le candidat devra assurer la planification, la coordination et le suivi de la gestion de l'obsolescence multi-applications , de la réalisation à la validation technique ainsi que la qualification fonctionnelle et technique avec les éditeurs de la solution .
Compétences requises :
· Administration de serveurs et de systèmes d'exploitation Linux et Windows
· Scripting en général powershell/python
· Connaissance des protocoles de réseau tels que TCP/IP, DNS, DHCP, VPN, VLAN, etc.
· Excellentes compétences en résolution de problèmes
· Connaissance fonctionnement API
· Capacité à gérer les équipes et à travailler en collaboration avec les autres départements
· Solides compétences en gestion de projet et en planification
· Excellentes compétences en communication reporting et remontée d'alertes
Définition du profil :
Participe aux difµojet
- Met en œuvre des solutions techniques.
- Réalise des diagnostics pour identifier les causes de dysfonctionnement, proposer et mettre en œuvre des corrections et des solutions de ""back-up"".
- Propose des solutions pour améliorer les performances de son domaine d'activité.
- Assure, si nécessaire, l'interface des experts des autres domaines et gère les échanges avec les sous-traitants.
- Définit les règles de bonne gestion des systèmes d'exploitation.
- Conçoit si nécessaire les normes et les règles de bonne gestion et vérifier systématiquement leur application (sécurité informatique, qualité?).
- Assure la mise à niveau, l'assemblage, la cohérence et l'homologation des différents logiciels (progiciels, base de données, développements spécifiques) dans le respect de l'architecture retenue.
- Prend en charge l'intégration de nouvelles applications ou de progiciels (transactionnel et/ou batch) dans le respect des normes et procédures en vigueur
- Effectue la réception, la validation et le packaging des composants.
- Installe et met à disposition des composants.
- Réalise la recette technique et l'homologation des composants / applications.
- Participe à l'amélioration des processus et des outils d'industrialisation et de déploiement.
- Travaille en relation étroite et permanente avec les équipes Etudes, Infrastructures et Sécurité.
Spécificités pour les tests techniques :
- Prise de connaissance du changement et de son contexte technique
- Complète le plan de tests proposé
- Prépare les infrastructures de tests
- Valide les documents et les procédures à destination de la production
- Réalise les différents tests techniques
- Analyse les résultats
- Contribue au diagnostic en cas de dysfonctionnement
- Rédige les rapports détaillés qui aideront à la décision du GO/NOGO pour la mise en production
- Constitue ou met à jour le patrimoine de tests réutilisable pour les intégrations ultérieures
- Effectue le reporting vers le Responsable Intégration
- Contribue à l'amélioration continue
- Industrialise les tests techniques récurrents (automatisation, outillage?)
Le livrable est : Validation technique et fonctionnelle
Compétences techniques :
· Linux/Redhat - Confirmé - Impératif
· Windows - Confirmé - Impératif
· Langage de scripting Python - Confirmé - Impératif
· Protocole réseau - Confirmé – Impératif
Connaissances linguistiques :
· Français Courant (Impératif)
Anglais Professionnel (Impératif
Bénin Digital est une Entreprise de Services du Numérique (ESN) spécialisée dans la digitalisation des processus métiers et accompagne les clients issus des secteurs de l’industrie, de la Banque & assurance, de l’industrie, de la Grande distribution & e-commerce, et des Médias & communication. Nous interagissons avec nos clients et consultants autour de compétences « tech » pour l’essentiel et les accompagnons aussi avec des talents Data, Produit, Design et Marketing Digital. Benin Digital accompagne ses clients dans la chaine de valeur de leurs activités en leur mettant à disposition son expertises à travers des consultants hautement qualifiées pour des projets et des missions diversifiées en Afrique et en Europe.
Type d'emploi : Temps plein
Salaire : 3.500,00DH à 12.000,00DH par mois"
PostedPosted 30+ days ago,Développeur Full Stack (JAVA J2EE / Angular React) (REF04...,Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale, un Développeur Full Stack JAVA/JEE - Angular/React
Missions:
Contribuer à la vie de l’équipe, dans un cadre agile.
Réaliser des livrables de qualité (participer aux cadrages, aux développements, à l'automatisation des tests et aux tests du produit).
Conception des workflows BPM (BPMN).
Prendre en charge le développement et l’intégration continue et à l’usine logicielle (déploiements et tests automatisés).
Développer des webservices pour le back-end.
Au niveau du front-end, côté utilisateur, il devra prendre en charge les développements et concevoir des plug-in.
Concevoir, manipuler et interroger des bases de données.
Interagir avec les POs afin de construire un produit cohérent.
Contribuer à la rédaction de la documentation technique.
Contribuer à la bonne exploitabilité du produit et s’assurer de la qualité du livrable en production.
Profil Recherché:
Ingénieur (BAC+5) avec un bon bagage informatique.
Minimum de 6 ans d’expérience dans le développement des applications Full Stack
Le candidat devra être familiarisé avec les pratiques /DevOps.

Compétences Techniques:
Une très bonne maîtrise de JAVA/JEE – Angular/React est indispensable
Connaissance des architectures WEB et Restful ;
Maîtrise des langages et Framework Back end JAVA, JEE, Spring ;
Maîtrise des technologies d’architecture Micro-services avec Spring Boot, Spring Cloud.
Connaissance des langages et Framework front end: JavaScript, Angular (version 7 et plus), React
Maîtrise des concepts de base de données et du fonctionnement des SGBD relationnels notamment PostgreSQL
Maîtrise des méthodes des tests automatisés et de gestion de configuration avec Git
Connaissance de la méthode Agile
Type de contrat: Freelance
Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,Chef de Projet AMOE (REF04),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale, basée à Casablanca, un Chef de Projet AMOE, rattaché à l’entité COO / SOLUTIONS / RETAIL, afin de renforcer les équipes Solutions (MOA & MOE).
Profil recherché:

Ingénieur (BAC+5 ou plus) en informatique, ayant minimum 10 ans d’expérience bancaire.

Domaines d’expertise :

Maîtrise d’œuvre et assistance à maitrise d’œuvre.
Bonne connaissance du domaine bancaire Retail (Produits et Vente).
Bonne connaissance des solutions de gestion des produits bancaires.
Expertise solide dans la conception et la rédaction des livrables techniques d’un projet : Dossier d’exploitation, Dossier d’Architecture et Dossier de sécurité.
Bonnes connaissances techniques pour accompagner et mener à bien les travaux d’ordre « Architecture », « Sécurité » et « Infrastructure ».
Gestion de la relation projet avec les différents acteurs projet internes et externes, ainsi que Coordination entre les différents acteurs du projet.
Maitrise des méthodologies projets.
La connaissance du CBS AMPLITUDE/Delta est un plus. Connaissances informatiques transversales : 4 GL ; bases de données ; développements ; réseau ; Système ; nouvelles technologies etc.
Type de contrat: Freelance
Date de Démarrage: ASAP
Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,Ingénieur Test Fonctionnel Senior (F/H)- Rabat (Maroc),Rabat,Cegedim Group,Full-time +1,"Contrat permanent
Temps plein
De 5 à 10 ans d’expérience
Master, DESS, DEA, Bac+5
Informatique / Systèmes d’information
Mission
Fondée en 1969, Cegedim est une entreprise innovante de technologies et de services spécialisée dans la gestion des flux numériques de l’écosystème santé et BtoB, ainsi que dans la conception de logiciels métier destinés aux professionnels de santé et de l’assurance. Cegedim réalise un chiffre d’affaires de 497 millions d’euros en 2020 et compte plus de 5300 collaborateurs dans plus de 10 pays.

Présente au royaume depuis 2008, Cegedim Maroc s’est imposé comme un acteur majeur du groupe, spécialisée dans les technologies et les services, à travers la participation à l’élaboration et à la réalisation des solutions logicielles du groupe dans les domaines de la paie et des ressources humaines, de la dématérialisation de factures, de l’assurance santé, et de la gestion de dossiers médicaux. Des métiers qui s’étendent de l’élaboration des besoins au déploiement de solutions, en passant par le développement logiciel et le paramétrage, ainsi que la formation, le service client et les métiers du support.

Missions
Rattaché opérationnellement au responsable Engineering du département Recherche et
développement, l’ingénieur études et développement sénior réalise les travaux de conception et de
développement en garantissant la bonne intégration de la fonctionnalité dans le reste de la solution
logicielle. Il veille à la qualité du code et au respect des processus de mise en production ainsi que la
réalisation des tests unitaires.
L’ingénieur études et développement confirmé intègre une équipe pluridisciplinaire (Scrum Master,
Product Owner, Développeurs et testeurs) organisé autour des pratiques Agiles proposées par Scrum.
Missions :
Développer des fonctionnalités Métier ;
Améliorer et garantir la fiabilité de la solution ;
Releaser, et déployer sur les différents environnements (test, QA, preprod, production) ;
Participer à la rédaction des documentations techniques ;
Coacher et faire monter en compétences les profils plus juniors ;
Participer aux cérémoniaux Scrum (Sprint planning, daily meeting, démo et rétrospective).
Profil
Bac+5 Ingénieur/Master 2 en développement logiciel ;
5 ans d’expérience minimum en développement Full Stack ;
Maitrise du langage Java 8 ou version supérieur, Javascript version ES6 ou supérieur, REACT,
HTML 5, CSS, JSON, SQL et PostgreSQL ;
Connaissances de base en scripting shell linux ;
Expérience en conception des web services API REST, SOAP ;
Connaissances Rust serait un grand plus ;
Maitrise d’un gestionnaire de version, idéalement Git ;
Connaissances en intégration continue (Jenkins / Docker) ;
Rigueur, organisation, esprit d’analyse, capacité d’adaptation, qualité relationnelle, travail en
équipe et communication dans un environnement multi-interlocuteurs et multiculturels ;
Connaissances des valeurs de l'agilité, ainsi que les outils de gestion agiles et collaboratifs tels
que JIRA / Confluence ;
Maîtrise de l’anglais technique (lu et écrit).
Compétences
SQL
JSON, XML
Cucumber
Postman
ReadyAPI
Jira
selenium
Localisation
Emplacement Adresse
Avenue Omar Ibn Al Khattab, Rabat, Maroc"
PostedPosted 30+ days ago,SCRUM MASTER,Rabat,Trusted Advisors,,"Nous recherchons pour le compte d'un Leader Mondial des Services Informatiques, spécialisé dans la gestion des flux numériques, basé à Rabat, un Scrum Master.
Missions :
Encadrer, accompagner et gérer les savoir-faire des équipes techniques dans le cadre de la méthode AGILE
Faciliter les daily scrums, sprint planning, rétrospective, et les Sprint Review
Analyser les besoins et les contraintes techniques
Faciliter et coordonner les projets en interne et avec les autres équipes
Organiser la planification des points (pokers, sprints...)
Proposer des solutions/méthodes adaptées à la méthode SCRUM (intégration continue) ou au développement piloté par les tests
Mettre en place et réaliser des phases de tests techniques
Garantir la rédaction de la documentation technique
Faciliter l'activité quotidienne des équipes de développement et des PO
Profil recherché :
Bac+5 Ingénieur / Master 2 en informatique ;
Expérience de 5 ans minimum en gestion d'équipes et en gestion de projets en mode agile ;
Background riche tech/digital ;
Devrait être un bon coach et mentor pour les pratiques Agiles.
Maîtrise du cycle de vie du développement logiciel;
Connaissance du domaine métier de la santé (pharmacie) serait un plus ;
Maîtrise de l’anglais technique (lu et écrit).
NB: Déplacements internationaux à prévoir
Type de contrat: Contrat CDI
Lieu : Rabat"
PostedPosted 30+ days ago,stage pré-embauche en intelligence artificielle,Oujda,AEVAweb,Temporary,"Vous êtes un passionné d’informatique ? Vous souhaitez rejoindre une PME à taille humaine en plein développement ? Vous souhaitez évoluer et progresser ? Ne cherchez plus, je crois avoir le poste pour vous !
Dans le cadre de notre développement, nous recherchons un développeur en intelligence artificielle en CDI afin de rejoindre l’aventure AEVAweb :
VOTRE MISSION :
Vous participerez L’ensemble des phases nécessaires à la définition, la conception, l’implémentation et l’intégration d’un nouveau logiciel ou d’évolution sur un logiciel existant
La réalisation de prototypes s’appuyant sur les logiciels existants, en vue d’étude ou d’analyse de nouveaux cas d’usages
La rédaction de documentation et les modes opératoires d’utilisation des logiciels
VOTRE PROFIL :
Formation ingénieur ou d’un niveau Bac+4/5 en informatique/Mathématiques, vous bénéficiez d’une expérience de minimum 2 ans en développement informatique si possible en intelligence artificielle.
VOS COMPETENCES :
Connaissances techniques exigées :
Excellente connaissance de Python (Scikit-Learn, NumPy, Pandas, Scipy ..) C, C++, R, Big Data, Deep Learning, JAVA, XML.
Connaissance des principaux algorithmes de Machine Learning
Excellente maîtrise des algorithmes et des structures de données.
Méthode de travail : Scrum/Agile
De bonnes connaissances de TensorFlow
Linux ou Unix
IHM : librairies graphiques JAVA (Swing, JAVAFX), modèle MVC
Compétences appréciées
Hadoop / Spark
NoSQL (MongoDB)
Theano / Torch / Keras / Caffe
Compétitions sur Kaggle est un vrai plus
VOTRE PERSONNALITE :
Vous êtes autonome, ouvert, dynamique avec un bon niveau d’expression (orale / écrite) et bon sens relationnel.
Vous vous reconnaissez dans cette annonce, vous avez envie de rejoindre une équipe jeune et dynamique à fort niveau technique ?
Ce poste est fait pour vous ! N’hésitez pas à nous adresser votre candidature."
PostedPosted 30+ days ago,Chef de Projet AMOA/MOE - Programme RH (REF04),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale, basée à Casablanca, un Chef de Projet AMOA/MOE - Programme RH.
Missions principales :
Gestion et suivi du projet,
Gestion de la relation projet avec les différents acteurs projet internes et externes,
Rédaction des cahiers de charges,
Etude de faisabilité,
Conception générale, conception détaillée,
Paramétrage,
Suivi du développement,
Qualification,
Etablissement des dossiers d’exploitation,
Assistance à la mise en production,
Documentation détaillée de tout le travail produit,
Transfert des compétences techniques et fonctionnelles.
Profil recherché:
Ingénieur (BAC+5) avec un bon bagage informatique
Chef de projet Senior, avec un minimum de 5 ans d’expérience dans le domaine du SIRH
Le candidat devra aussi présenter une expérience probante en tant que AMOA/MOE et dans le SIRH AGIRH
Un bon sens de la communication et une faculté d’adaptation et de conception en plus de la capacité de rédaction.
Compétences techniques :
Connaissances informatiques transversales : bases de données; ateliers de développements; Web services; réseau; Système; nouvelles technologies; ...
Connaissances techniques applicatives, notamment dans le SIRH AGIRH.
Type de contrat: Freelance
Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)

Lieu: Casablanca"
